"length_url","length_hostname","ip","nb_dots","nb_qm","nb_eq","nb_slash","nb_www","ratio_digits_url","ratio_digits_host","tld_in_subdomain","prefix_suffix","shortest_word_host","longest_words_raw","longest_word_path","phish_hints","nb_hyperlinks","ratio_intHyperlinks","empty_title","domain_in_title","domain_age","google_index","page_rank"
52,17,0,1,0,0,5,0,0.076923077,0,0,0,13,13,6,0,163,0.834355828,0,1,3730,1,5
50,17,0,3,0,0,4,1,0,0,0,0,3,11,11,0,168,0.625,0,0,8147,0,6
43,14,0,3,0,0,5,0,0.139534884,0,0,0,2,8,6,0,65,0.938461538,0,1,7159,1,3
92,18,1,2,1,2,3,0,0.27173913,0,0,1,6,40,40,1,0,0,1,1,2460,0,0
57,20,0,3,0,0,5,0,0,0,0,0,14,14,11,1,53,0.924528302,0,1,3257,1,1
41,14,0,1,0,0,4,0,0,0,0,0,10,10,7,0,104,0.855769231,0,1,4360,1,5
39,31,0,1,0,0,3,0,0.025641026,0.032258065,0,0,6,10,0,0,34,1,0,1,-1,1,0
51,43,0,2,0,0,3,0,0.098039216,0.11627907,0,0,5,9,0,0,28,0.25,0,1,7129,1,1
66,15,0,3,1,1,5,1,0.090909091,0,0,0,3,15,15,1,22,0,0,0,9158,1,8
24,16,0,3,0,0,3,1,0,0,0,0,3,6,0,0,125,0.968,0,0,-1,0,2
50,24,0,3,0,0,4,0,0,0,0,1,4,10,5,0,73,0.821917808,0,1,-1,0,5
37,12,0,1,1,1,4,0,0.108108108,0,0,0,8,8,7,0,0,0,1,1,2102,1,0
117,42,1,4,1,3,5,0,0.162393162,0,1,0,3,17,17,0,4,1,0,1,4003,1,0
172,14,1,3,1,4,10,1,0.11627907,0,0,1,3,34,34,2,1,1,0,1,8346,0,10
73,42,0,4,0,0,6,0,0.01369863,0.023809524,0,0,1,9,9,0,21,0.19047619,0,1,5616,1,5
51,13,1,5,0,0,6,1,0.196078431,0.769230769,1,0,2,7,7,1,44,0.545454545,0,1,-1,1,0
119,42,1,4,1,3,5,0,0.159663866,0,1,0,3,17,17,0,4,1,0,1,4003,1,0
68,15,0,2,0,0,5,0,0.088235294,0,0,0,4,26,26,0,10,0.7,0,0,8348,1,10
20,11,0,2,0,0,3,1,0.05,0.090909091,0,0,3,3,0,0,104,0.884615385,0,0,8687,0,4
101,27,0,2,0,0,4,1,0,0,0,0,3,19,10,0,21,0.80952381,0,1,2491,1,2
43,34,0,2,0,0,3,0,0,0,0,0,27,27,0,0,57,0.210526316,0,1,-1,0,3
44,25,0,3,0,0,3,0,0.068181818,0.12,0,0,7,13,6,1,0,0,1,1,1546,1,2
15,4,0,1,0,0,3,0,0.133333333,0.25,0,0,1,3,3,0,56,0,0,1,-1,1,4
71,19,0,3,0,0,5,1,0,0,0,0,3,11,10,0,14,0.714285714,0,1,3814,1,3
76,27,1,4,0,0,5,0,0.276315789,0.259259259,0,0,2,12,8,0,10,0.3,0,1,4478,1,2
35,22,0,2,0,0,4,1,0,0,0,0,3,14,4,0,115,0.939130435,0,0,5046,0,5
35,18,0,2,0,0,4,1,0,0,0,0,3,10,8,0,2,1,0,0,78,0,0
24,15,0,2,0,0,3,1,0,0,0,0,3,7,0,0,8,0.125,0,0,2160,0,1
86,10,1,2,0,0,7,0,0.174418605,0,0,1,7,32,32,0,57,1,0,1,3277,1,2
42,13,0,2,1,0,5,0,0.047619048,0,0,0,9,9,5,0,19,0.947368421,0,1,1884,1,0
64,24,0,3,1,1,4,0,0,0,0,1,4,10,10,0,152,0.381578947,0,1,-1,0,5
28,13,0,3,0,0,3,0,0.035714286,0.076923077,0,0,4,5,3,0,0,0,1,1,7533,0,5
93,13,1,3,0,0,13,1,0.11827957,0,0,0,3,7,7,0,0,0,1,1,12124,1,7
86,15,0,3,0,0,8,0,0.093023256,0,0,0,3,10,10,0,492,0.969512195,0,0,9803,0,8
29,17,0,2,0,0,4,1,0,0,0,0,3,9,2,0,83,0.879518072,0,1,-1,0,4
26,18,0,2,0,0,3,1,0,0,0,0,3,10,0,0,12,0.833333333,0,1,2406,0,4
159,6,1,6,2,5,9,1,0.075471698,0.166666667,0,0,3,12,12,2,38,0.421052632,0,1,-1,1,0
95,16,1,3,0,0,9,1,0.242105263,0,0,0,3,10,10,0,0,0,1,1,5632,1,4
35,16,0,2,0,0,5,1,0,0,0,0,3,7,7,0,335,0.937313433,0,0,5826,0,5
29,21,0,2,0,0,3,1,0,0,0,1,3,6,0,0,242,0.966942149,0,0,8576,0,5
92,18,1,2,0,0,8,1,0.22826087,0,0,1,3,32,32,3,57,1,0,1,254,1,0
25,18,0,2,0,0,2,0,0,0,0,0,4,8,0,0,221,0.864253394,0,1,1677,0,4
21,13,0,2,0,0,3,1,0,0,0,0,3,6,0,0,124,0.540322581,0,0,-1,0,4
20,13,0,2,0,0,2,0,0,0,0,0,2,7,0,0,0,0,0,0,-1,0,2
72,22,0,5,0,0,4,0,0,0,0,1,7,10,9,1,20,1,0,1,5670,1,6
25,16,0,3,0,0,3,1,0,0,0,0,3,6,0,0,188,0.60106383,0,0,8735,0,5
117,18,0,3,0,0,5,1,0,0,0,0,3,12,12,0,1129,0.989371125,0,0,-1,1,3
39,19,0,4,0,0,3,1,0,0,0,0,3,9,7,0,81,0.851851852,0,1,5309,0,4
23,14,0,2,0,0,3,1,0.086956522,0.142857143,0,0,3,6,0,0,247,0.704453441,0,1,2018,0,5
79,34,0,1,0,0,8,0,0,0,0,1,13,17,9,0,0,0,1,1,-1,1,0
75,30,0,2,0,0,3,0,0,0,0,0,8,37,37,0,176,0.863636364,0,1,6256,0,6
110,31,1,4,0,0,8,0,0.145454545,0,0,0,13,32,32,3,2,0,0,1,1653,1,0
83,16,0,2,1,1,6,0,0.072289157,0,0,0,5,26,26,1,10,0,0,0,8348,1,10
22,14,0,1,0,0,3,0,0,0,0,0,10,10,0,1,23,0.739130435,0,1,717,0,3
33,20,0,2,0,1,3,0,0,0,0,0,1,6,1,0,72,0.75,0,1,5161,0,8
24,15,0,2,0,0,3,1,0,0,0,0,3,8,0,0,72,1,0,0,3219,0,3
27,19,0,1,0,0,3,0,0,0,0,1,5,10,0,0,4,1,0,1,-1,1,0
26,14,0,2,0,0,3,1,0,0,0,0,3,6,3,0,143,0.93006993,0,0,4655,0,6
65,19,0,2,0,0,7,0,0.061538462,0,0,0,15,15,15,1,3,0.666666667,0,1,1407,1,0
23,15,0,2,0,0,2,1,0,0,0,0,3,7,0,0,184,0.375,0,0,3208,0,5
39,30,0,3,0,0,3,0,0,0,0,0,3,12,0,0,127,0.590551181,0,1,723,0,0
31,23,0,2,0,0,3,0,0.064516129,0.086956522,0,0,9,10,0,0,6,0,0,0,7412,1,2
53,12,0,2,0,0,6,0,0.037735849,0.083333333,0,0,9,14,14,0,7,0.142857143,0,1,-1,1,0
51,18,0,3,0,0,5,0,0,0,0,0,12,12,10,0,130,0.884615385,0,1,-1,1,4
60,33,0,3,0,0,5,0,0.1,0,0,0,8,21,4,0,50,0.12,0,1,5440,1,2
20,11,0,2,0,0,3,1,0,0,0,0,3,4,0,0,56,0.857142857,0,0,1548,0,2
69,20,0,3,0,0,7,1,0,0,0,0,3,12,10,2,80,0.975,0,1,395,1,0
36,13,1,4,0,0,3,0,0.277777778,0.769230769,1,0,2,11,11,0,70,0.985714286,0,1,-1,0,0
81,27,0,1,0,0,4,0,0.024691358,0,0,0,23,23,9,0,95,0.221052632,0,1,2496,1,4
86,20,1,2,0,0,4,1,0.081395349,0,0,0,3,12,11,0,352,0.911931818,0,1,4547,0,7
44,12,0,2,0,0,5,1,0.090909091,0,0,1,3,8,8,0,130,0.784615385,0,1,6245,0,5
127,21,0,2,0,0,6,1,0,0,0,0,3,13,12,0,173,0.838150289,0,1,5735,0,6
91,15,0,3,0,0,5,1,0.032967033,0,0,0,3,16,16,0,0,0,1,1,9346,1,4
71,44,0,5,0,0,4,0,0,0,0,0,1,9,9,2,21,0.19047619,0,1,5616,1,5
104,28,1,4,0,0,6,0,0.230769231,0,0,1,3,32,32,0,31,0.032258065,0,0,1015,1,2
199,10,0,3,1,0,10,0,0.100502513,0,0,1,3,100,100,5,0,0,1,1,-1,1,0
154,31,1,4,0,0,6,0,0.175324675,0.322580645,0,0,1,38,38,0,21,0.19047619,0,1,5616,1,5
29,20,0,2,0,0,3,1,0,0,0,0,3,12,0,0,1704,0.990610329,0,0,4626,0,4
43,35,0,2,0,0,3,0,0,0,0,0,3,8,0,0,20,0,0,1,6382,1,3
80,16,0,3,0,0,8,1,0.0125,0,0,0,3,12,12,0,0,0,1,1,8583,1,4
88,21,0,3,0,0,4,0,0,0,0,0,7,9,6,0,221,0.674208145,0,0,6340,0,5
51,25,0,3,0,0,4,1,0.117647059,0.24,0,0,3,12,11,0,24,1,0,1,7530,1,4
24,16,0,2,0,0,3,1,0.041666667,0.0625,0,0,3,9,0,0,26,1,0,0,2139,0,4
58,16,0,3,1,1,4,0,0.034482759,0,0,0,12,12,9,1,155,0.941935484,0,1,3140,1,3
88,20,0,2,0,0,6,0,0,0,0,0,16,18,18,0,23,0.565217391,0,1,4326,1,3
51,33,0,4,0,0,3,0,0.058823529,0.090909091,0,1,1,10,7,2,21,0.19047619,0,1,5615,1,5
36,27,0,2,0,0,3,0,0,0,0,0,8,14,0,0,14,0.071428571,0,1,7295,1,5
64,21,0,2,0,0,5,0,0,0,0,1,6,10,10,1,127,0.905511811,0,1,8347,1,10
56,19,0,2,0,0,5,1,0,0,0,0,3,12,8,0,52,0.865384615,0,1,-1,1,4
30,22,0,2,0,0,3,1,0,0,0,0,3,14,0,0,175,0.617142857,0,1,2383,0,2
71,21,0,2,0,0,5,1,0.056338028,0,0,1,3,13,10,0,121,0.652892562,0,1,4352,0,5
43,21,0,2,0,0,4,0,0.093023256,0,0,0,4,12,8,0,0,0,1,1,2314,1,0
81,31,0,2,0,0,4,0,0,0,0,0,4,22,11,0,80,0.375,0,1,4567,0,3
45,36,0,3,0,0,3,1,0.044444444,0.055555556,0,1,3,15,0,0,0,0,1,1,86,1,0
95,15,1,3,0,0,5,1,0.105263158,0,0,0,3,19,19,0,0,0,1,1,9350,0,4
54,37,0,5,0,0,3,0,0.111111111,0.162162162,0,0,1,7,4,0,21,0.19047619,0,1,5626,1,5
48,22,0,3,0,0,3,1,0,0,0,0,3,14,5,0,105,0.952380952,0,1,6567,0,4
50,15,0,1,0,0,6,0,0,0,0,1,11,11,6,3,0,0,1,1,3220,1,1
58,16,0,2,0,0,4,0,0.017241379,0,0,0,2,9,8,0,227,0.911894273,0,0,7133,0,7
98,16,1,3,0,0,3,1,0.071428571,0,0,0,3,12,12,0,137,0.751824818,0,1,2255,0,4
73,28,0,4,0,0,5,0,0.082191781,0,0,0,5,9,9,0,0,0,1,1,7445,1,8
50,28,0,2,0,0,3,0,0,0,0,1,8,15,9,0,4,0.75,0,1,1,0,0
79,31,0,3,1,1,5,0,0,0,0,1,24,24,7,2,12,0.666666667,0,1,-1,0,4
221,13,0,6,0,0,6,1,0.208144796,0,0,0,3,15,15,0,0,0,1,1,7323,1,4
47,7,0,2,0,0,7,0,0,0,0,0,4,7,7,1,4,1,0,1,-1,1,0
86,14,1,1,0,0,4,0,0.081395349,0,0,0,10,10,8,0,175,0.708571429,0,1,5798,1,7
50,41,0,3,0,0,3,0,0.1,0.12195122,0,0,5,13,0,0,4,1,0,1,683,1,0
36,19,0,2,0,0,4,0,0,0,0,1,3,7,7,1,31,0.032258065,0,0,-1,1,0
20,12,0,1,0,0,3,0,0,0,0,0,8,8,0,0,14,1,0,1,5,1,0
115,26,0,3,0,0,5,1,0.026086957,0,0,1,3,10,10,0,0,0,1,1,4417,0,3
51,18,0,3,1,1,4,1,0.019607843,0,0,0,3,11,7,1,61,0.737704918,0,1,-1,1,4
43,21,0,2,0,0,6,1,0,0,0,1,3,14,5,2,20,0.95,0,1,-1,1,0
42,34,0,2,0,0,3,0,0.023809524,0.029411765,0,0,6,8,0,0,23,1,0,1,808,1,2
100,25,0,2,0,0,6,0,0.1,0,0,0,7,13,10,0,118,0.652542373,0,1,4057,0,5
34,26,0,2,0,0,3,1,0,0,0,0,3,18,0,0,91,0.813186813,0,1,-1,0,2
127,50,1,4,1,3,4,0,0.181102362,0,1,1,3,17,17,0,51,1,0,1,3993,1,0
33,14,0,2,0,0,3,0,0.121212121,0.142857143,0,0,3,10,10,0,38,0.578947368,0,1,1953,1,3
42,15,0,3,0,0,4,0,0,0,0,0,8,8,7,0,1,1,1,1,5941,1,0
109,21,0,2,0,0,7,0,0.055045872,0,0,0,6,12,12,0,656,0.964939024,0,1,8348,0,10
72,35,0,2,0,0,6,0,0,0,0,0,12,18,9,2,588,0.969387755,0,1,7938,1,2
72,38,0,4,0,0,6,1,0,0,0,1,3,16,6,0,103,0.932038835,0,1,5858,1,0
105,31,0,3,0,1,5,0,0.066666667,0,0,1,3,15,9,1,32,0.1875,0,1,5442,1,2
63,29,0,5,0,0,3,0,0.015873016,0.034482759,0,0,1,17,17,0,21,0.19047619,0,1,5627,1,5
27,18,0,2,0,0,3,0,0,0,0,1,5,5,0,0,120,0.9,0,1,3790,0,3
77,16,0,2,0,0,6,1,0.168831169,0,0,0,3,8,8,0,148,0.506756757,0,1,9882,0,6
23,16,0,2,0,0,2,0,0,0,0,0,3,8,0,0,0,0,1,1,1057,0,0
30,21,0,2,0,0,3,1,0,0,0,0,3,13,0,0,47,0.914893617,0,1,3958,0,4
61,21,0,3,1,1,3,1,0.098360656,0,0,0,3,13,8,0,283,0.897526502,0,1,2320,0,5
21,14,0,2,0,0,2,1,0,0,0,0,3,6,0,0,71,1,0,1,2653,0,0
92,22,0,2,0,0,8,1,0.086956522,0,0,0,2,9,9,0,189,0.973544974,0,1,6326,0,4
22,14,0,2,0,0,2,1,0,0,0,0,3,7,0,0,1905,0.961154856,0,0,4541,0,3
88,14,1,1,0,0,8,0,0.215909091,0,0,1,10,32,32,3,57,1,0,1,244,1,0
41,15,0,2,0,0,5,1,0,0,0,0,3,7,7,0,266,0.879699248,0,0,9281,1,7
62,10,1,1,0,0,5,0,0.322580645,0,0,0,6,32,32,0,48,1,0,1,-1,1,0
26,18,0,2,0,0,3,1,0,0,0,1,3,5,0,0,28,0.678571429,0,1,4875,0,4
61,23,0,3,0,0,4,1,0,0,0,0,3,15,9,0,142,0.929577465,0,1,5350,0,4
74,27,0,2,0,0,5,1,0.108108108,0,0,0,3,19,7,0,193,0.834196891,0,1,6250,1,6
68,38,0,2,0,0,3,0,0,0,0,1,5,22,22,0,216,0.87037037,0,1,6259,0,6
31,23,0,2,0,0,3,1,0,0,0,0,3,15,0,0,76,0.907894737,0,1,4771,0,3
31,23,0,2,0,0,3,1,0,0,0,0,3,15,0,0,159,0.849056604,0,1,6044,0,4
81,24,0,4,1,2,4,0,0.049382716,0,0,0,3,11,11,2,0,0,1,1,12710,0,6
25,16,0,2,0,0,3,0,0,0,0,0,3,9,0,0,484,0.979338843,0,0,8596,0,2
60,17,0,2,0,0,5,1,0.033333333,0,0,0,3,9,8,1,95,0.473684211,0,1,5132,0,7
83,15,1,2,0,0,3,0,0.13253012,0.066666667,0,0,3,10,10,0,190,0.642105263,0,1,6598,0,7
57,20,0,4,0,0,5,1,0,0,0,1,3,12,8,5,0,0,1,1,4193,1,2
63,25,0,3,0,0,4,0,0.126984127,0.32,0,0,10,20,20,0,8,1,0,0,1337,1,6
38,13,0,2,0,0,4,1,0,0,0,0,3,10,10,0,151,0.397350993,0,0,6902,0,4
30,21,0,2,0,0,3,0,0,0,0,1,6,7,0,0,206,0.985436893,0,1,3301,0,2
98,13,1,3,1,2,10,1,0.102040816,0,0,1,3,15,15,3,4,1,0,1,2618,1,0
23,14,0,2,0,0,3,1,0,0,0,0,3,6,0,0,95,1,0,0,-1,0,1
103,15,1,1,0,0,10,0,0.194174757,0,0,1,11,32,32,3,88,0.897727273,0,1,2047,1,0
27,20,0,2,0,0,2,0,0,0,0,0,6,9,0,0,104,0.875,0,1,5158,0,8
32,25,0,2,0,0,2,0,0,0,0,0,19,19,0,0,0,0,1,1,4300,0,2
49,26,0,3,0,0,3,1,0,0,0,0,3,18,10,0,109,0.95412844,0,1,5525,0,4
29,21,0,3,0,0,3,1,0,0,0,0,3,10,0,0,57,0.912280702,0,1,-1,0,4
81,14,0,4,0,0,7,1,0,0,0,0,3,11,11,0,13,0.846153846,0,1,8763,1,5
75,37,0,4,0,0,5,0,0.106666667,0,0,0,5,17,7,0,0,0,1,1,7450,0,8
161,16,0,3,1,5,4,1,0,0,0,0,3,14,14,0,71,0.802816901,0,1,7805,1,4
78,50,1,4,0,0,5,0,0.153846154,0,1,1,3,15,15,0,51,1,0,1,3992,1,0
60,21,0,4,0,0,5,1,0,0,0,0,3,12,12,0,57,0.842105263,0,1,-1,0,5
34,15,0,1,0,0,4,0,0,0,0,0,11,11,10,0,19,0.526315789,0,1,3298,0,5
41,33,0,2,0,0,3,0,0,0,0,1,2,17,0,1,47,0,0,1,-1,1,1
70,21,0,3,0,0,3,1,0,0,0,0,3,13,11,0,101,0.940594059,0,0,7996,1,5
23,14,0,2,0,0,3,1,0,0,0,0,3,7,0,0,56,0.857142857,0,1,8002,0,2
63,9,0,1,0,0,5,0,0,0,0,1,5,9,9,0,38,0.947368421,0,0,2095,1,4
30,21,0,2,0,0,3,1,0.033333333,0.047619048,0,0,3,13,0,0,34,0.588235294,0,1,3333,0,4
30,23,0,2,0,0,2,0,0.1,0.130434783,0,0,8,10,0,0,14,0.071428571,0,1,7295,1,5
32,24,0,2,0,0,3,1,0,0,0,0,3,16,0,0,34,0.764705882,0,1,3795,0,5
130,6,1,4,1,3,3,0,0.123076923,0,0,0,2,21,21,2,1,0,1,1,-1,0,9
31,22,0,2,0,0,3,0,0,0,0,0,8,9,0,0,768,0.9296875,0,1,7298,0,5
61,27,0,3,0,0,5,0,0.131147541,0,0,0,8,14,4,0,38,0.210526316,0,1,7295,1,5
28,20,0,1,0,0,3,0,0,0,0,0,16,16,0,0,0,0,1,1,388,1,0
99,15,0,2,0,0,7,0,0.060606061,0,0,1,4,23,23,1,30,0.333333333,0,1,8347,1,10
42,15,0,2,0,0,4,1,0.071428571,0,0,0,3,13,13,0,53,0.490566038,0,0,5637,0,10
47,17,0,1,1,1,3,0,0.085106383,0,0,0,13,13,10,0,23,1,0,1,604,0,0
86,13,0,3,0,0,10,1,0.081395349,0,0,0,3,8,8,0,129,0.914728682,0,0,12126,0,7
30,22,0,2,0,0,3,1,0,0,0,0,3,14,0,0,7,0.857142857,0,0,2567,0,0
40,31,0,2,0,0,3,0,0.075,0.096774194,0,0,13,13,0,0,31,0.225806452,0,1,1546,1,2
36,17,0,3,0,0,3,1,0,0,0,0,3,9,7,0,62,1,0,0,5892,1,10
77,17,1,3,1,2,3,0,0.220779221,0,0,0,4,24,24,0,6,0,0,1,1116,0,0
106,19,0,2,0,0,6,1,0.056603774,0,0,0,3,11,9,0,93,0.462365591,0,0,7077,0,2
154,14,0,2,0,0,8,0,0.006493506,0,0,0,10,38,38,1,466,0.995708155,0,0,4775,0,5
56,20,0,3,0,0,5,1,0,0,0,0,3,16,16,0,106,0.933962264,0,1,7668,0,6
47,17,0,2,0,0,5,0,0,0,0,0,14,14,8,1,9,1,0,0,-1,1,2
28,17,0,2,0,0,3,1,0,0,0,0,3,10,3,0,284,0.86971831,0,1,2649,0,4
32,25,0,2,0,0,2,0,0,0,1,0,9,11,0,0,42,1,0,0,8510,0,1
26,19,0,2,0,0,2,0,0,0,0,0,6,9,0,0,12,0,0,1,7446,1,0
20,4,0,1,0,0,3,0,0.05,0,0,0,1,7,7,0,8,0.625,0,1,-1,1,7
78,22,0,3,0,0,6,1,0.064102564,0,0,0,3,23,23,0,0,0,1,1,6679,0,5
32,25,0,2,0,0,2,0,0,0,0,0,9,12,0,0,6,0,0,0,7412,1,2
22,13,0,2,0,0,3,1,0,0,0,0,3,6,0,0,206,0.970873786,0,1,7011,0,4
41,33,0,2,0,0,3,0,0.12195122,0.151515152,0,0,6,7,0,0,23,1,0,1,804,1,2
61,19,0,2,0,0,4,1,0.032786885,0,0,0,3,12,12,0,211,0.620853081,0,1,6669,1,5
71,20,0,3,0,0,4,0,0,0,0,0,6,16,16,0,29,0.551724138,0,1,7724,1,5
35,28,0,2,0,0,2,0,0,0,0,0,8,15,0,0,14,0.071428571,0,1,7295,1,5
36,18,0,2,0,0,4,1,0,0,0,0,3,10,5,0,230,0.773913043,0,0,7810,0,4
84,18,1,4,0,0,5,1,0.083333333,0,0,0,3,9,9,1,154,0.532467532,0,1,7626,0,5
56,18,0,4,0,0,7,1,0.107142857,0,0,0,3,10,7,1,0,0,1,1,-1,1,5
32,23,0,2,0,0,3,1,0,0,0,0,3,16,0,0,147,0.904761905,0,1,7393,0,4
126,61,1,3,1,1,3,0,0.301587302,0.31147541,0,0,4,32,32,0,37,0,0,1,1669,1,0
152,24,1,4,1,2,12,1,0.125,0,0,0,2,32,32,4,2,0,0,1,-1,1,0
50,16,0,2,0,0,4,0,0.08,0,0,0,2,10,10,0,3148,0.986340534,0,0,7133,0,7
50,24,0,1,0,0,5,0,0,0,0,1,20,20,7,0,23,0.913043478,0,1,2867,0,4
40,16,0,2,0,0,3,1,0,0,0,0,3,15,15,0,55,0.563636364,0,0,8518,0,10
142,32,0,2,1,1,7,0,0.063380282,0,0,1,2,34,34,0,7,0,0,1,8018,1,4
63,18,1,4,0,1,5,0,0.126984127,0,0,1,4,10,10,0,270,0.788888889,0,1,10677,1,8
51,12,0,2,0,0,6,0,0.019607843,0,0,1,9,9,8,3,8,0.875,0,0,-1,1,1
33,25,0,2,0,0,3,1,0,0,0,0,3,17,0,0,0,0,0,0,727,0,4
34,27,0,2,0,0,2,0,0,0,0,0,2,8,0,1,7,0.857142857,0,1,-1,1,1
34,26,0,2,0,0,3,1,0,0,0,1,3,12,0,0,82,0.951219512,0,1,2054,0,3
72,23,0,2,0,0,10,0,0.194444444,0,0,0,2,16,7,1,91,0.901098901,0,1,8348,1,5
30,22,0,2,0,0,3,1,0,0,0,0,3,14,0,0,88,0.397727273,0,1,3395,0,4
18,9,0,1,0,0,3,0,0,0,0,0,6,6,0,0,180,0.95,0,0,4320,0,4
35,28,0,3,0,0,2,0,0.057142857,0.071428571,0,0,9,11,0,0,0,0,0,1,-1,0,0
66,18,0,2,0,0,6,0,0,0,0,1,15,15,11,2,4,1,0,1,2455,1,0
32,24,0,2,0,0,3,1,0,0,0,0,3,16,0,0,56,0.678571429,0,1,4472,0,2
43,21,0,2,0,0,4,0,0.069767442,0,0,0,4,12,8,0,0,0,1,1,2314,1,0
45,16,0,2,0,0,3,1,0,0,0,0,3,20,20,0,53,0.622641509,0,1,8520,0,10
36,29,0,2,0,0,2,0,0,0,0,0,8,16,0,0,14,0.071428571,0,1,7295,1,5
19,11,0,2,0,0,3,0,0.210526316,0.363636364,0,0,1,5,0,0,45,1,0,1,1658,1,0
21,6,0,1,0,0,3,0,0.095238095,0,0,0,3,7,7,0,113,0.008849558,0,1,-1,1,9
34,25,0,2,0,0,3,1,0,0,0,0,3,16,0,0,39,0.692307692,0,1,1129,0,4
61,18,0,1,0,0,8,0,0.098360656,0,0,1,15,15,7,2,0,0,1,1,-1,1,0
28,19,0,2,0,0,3,1,0,0,0,0,3,11,0,0,55,0.781818182,0,0,7676,0,4
20,7,0,1,0,0,3,0,0.05,0,0,1,1,5,5,0,34,0.823529412,0,1,1071,1,1
56,13,0,2,0,0,3,1,0,0,0,0,3,8,8,0,17,0,0,0,7419,1,7
34,25,0,2,0,0,3,0,0,0,0,0,2,4,0,1,47,0,0,1,-1,1,1
85,18,0,2,0,0,11,1,0,0,0,0,3,10,8,1,136,0.044117647,0,0,4456,1,1
44,27,0,2,0,0,4,1,0.045454545,0,0,0,3,19,6,0,1,1,0,1,3133,1,4
60,15,0,2,0,0,4,1,0,0,0,0,3,8,8,0,66,0.848484848,0,0,8829,0,6
37,22,0,2,0,0,3,1,0,0,0,0,3,14,7,0,208,0.995192308,0,1,7584,0,5
131,27,0,2,1,1,7,0,0.030534351,0,0,1,2,19,19,0,26,0.115384615,0,1,8019,1,4
68,17,0,3,0,0,6,0,0,0,0,1,13,13,9,4,17,0.294117647,0,1,2802,1,2
21,12,0,1,0,0,3,0,0,0,0,0,9,9,0,0,87,0.954022989,0,1,4956,0,2
36,29,0,2,0,0,2,0,0,0,0,0,6,18,0,0,16,0.8125,0,1,5161,0,8
63,16,1,2,0,0,6,0,0.158730159,0,0,1,12,12,10,0,0,0,1,1,1784,1,0
23,15,0,2,0,0,3,1,0,0,0,0,3,7,0,0,20,0.65,0,1,8886,0,5
68,18,0,4,0,0,5,1,0,0,0,1,3,8,7,0,109,0.798165138,0,0,7466,0,4
78,15,0,2,0,0,7,1,0.051282051,0,0,1,3,9,9,0,165,0.593939394,0,1,8900,0,5
66,18,0,2,0,0,4,1,0,0,0,0,3,10,7,0,94,0.936170213,0,1,4487,0,5
29,22,0,2,0,0,2,1,0,0,0,0,3,14,0,0,83,0.144578313,0,1,2012,0,4
66,25,0,2,0,0,6,1,0,0,0,1,3,10,10,0,5,0.6,0,1,-1,1,0
157,14,1,2,0,0,5,1,0.114649682,0,0,0,3,18,18,0,63,0.698412698,0,1,5051,0,7
23,14,0,2,0,0,3,1,0,0,0,0,3,6,0,0,22,0.772727273,0,1,3701,0,1
44,15,0,3,0,0,4,0,0,0,0,0,5,8,8,0,6,0.5,0,1,8922,1,3
59,17,0,3,0,0,5,1,0,0,0,0,3,9,7,0,169,0.633136095,0,0,8144,0,6
66,19,0,3,0,0,4,1,0,0,0,0,3,11,10,0,0,0,0,1,6166,0,4
55,22,0,2,0,0,3,1,0,0,0,0,3,14,12,0,67,0.626865672,0,1,8571,0,5
31,22,0,2,0,0,3,1,0,0,0,0,3,14,0,0,8,0.5,0,0,2936,0,3
29,21,0,2,0,0,3,0,0,0,0,0,4,12,0,0,103,0.932038835,0,1,5892,1,2
43,24,0,4,0,0,3,0,0.046511628,0.083333333,0,0,1,7,7,2,21,0.19047619,0,1,5615,1,5
50,14,0,3,0,0,4,1,0.02,0,0,0,3,9,9,0,19,0.894736842,0,1,4326,0,3
36,23,0,3,0,0,4,1,0,0,0,0,3,12,4,1,12,0.5,0,1,-1,0,3
34,11,0,2,0,0,4,1,0,0,0,0,3,10,10,0,124,0.903225806,0,0,10524,1,6
261,13,0,6,1,0,5,1,0.157088123,0,0,0,9,200,200,3,9,1,0,1,31,1,0
34,13,1,3,0,0,4,0,0.294117647,0.769230769,1,0,2,5,5,0,39,0.974358974,0,1,-1,0,0
27,13,0,2,0,0,4,1,0.111111111,0.230769231,0,0,3,5,5,0,29,1,0,1,3910,1,1
37,16,0,2,0,0,5,1,0.162162162,0,0,0,3,9,6,0,191,0.497382199,0,1,6218,0,6
73,15,0,3,0,0,4,1,0,0,0,0,3,12,12,0,200,0.925,0,0,6053,1,6
41,13,0,2,1,1,4,0,0,0,0,0,7,8,8,0,587,0.969335605,0,1,-1,1,0
86,16,0,2,0,0,10,0,0,0,0,1,12,12,10,3,32,0.40625,0,1,760,1,0
21,12,0,2,0,0,3,0,0,0,0,0,5,5,0,0,346,0.98265896,0,0,5461,0,3
33,25,0,2,0,0,2,1,0,0,0,0,3,9,0,0,29,0.793103448,0,1,1720,0,2
122,17,0,16,0,0,3,1,0.049180328,0,0,0,10,10,9,1,28,0.642857143,0,1,-1,1,0
53,40,0,4,0,0,3,0,0,0,0,0,1,9,5,1,22,0.181818182,0,1,5626,1,5
28,20,0,2,0,0,3,1,0,0,0,0,3,11,0,0,28,0.25,0,1,1588,0,2
36,25,0,2,0,0,3,0,0.222222222,0.32,0,0,10,11,3,0,8,1,0,0,1338,1,6
